;BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
225;26;BW 11;12,514871466041912;6368,104357142857;70;0,292312805301602;6383,092;6338,876;12,995195264868247;1,5532229164457372
226;27;BW 11;12,980263251903413;6366,3642666666665;45;0,2619134688659723;6383,127;6320,62;15,594097053926422;2,324630737353912
227;28;BW 11;13,464194685476985;6358,155000000001;19;0,23437258637671696;6382,692;6307,511;20,904561293863406;4,7958352704738125
228;29;BW 11;14,013734345783046;6351,386315789474;19;0,20764608028264298;6380,994;6341,003;13,18961315266534;3,0259047808875326
229;30;BW 11;14,653234133270498;6360,312357142857;14;0,181884138524047;6381,357;6333,919;16,58501560773441;4,43253186846004
230;31;BW 11;14,991953750997043;6355,108619047618;21;0,16969346828937232;6383,535;6337,386;13,76338633649502;3,0034171288528277
231;32;BW 11;15,549570317490883;6350,379166666667;12;0,15197121253803353;6375,357;6343,54;10,75915502624562;3,1059005253279124
232;33;BW 11;15,953076878877518;6356,207947368421;19;0,14085801775227377;6382,833;6340,803;15,107686992880744;3,465941098558476
233;34;BW 11;16,45704653321257;6350,461428571428;7;0,12819362865218623;6363,079;6344,671;6,297153241932508;2,3801002065453667
234;35;BW 11;16,92981807074806;6358,887;8;0,11790740567618568;6378,854;6341,72;15,825762098553337;5,595251848666056
235;36;BW 11;17,4777433937552;6350,497333333333;3;0,10702087842079663;6356,444;6346,239;5,307858168163534;3,0644933422095706
236;37;BW 11;18,117131831028964;6347,232714285715;7;0,09603575116742775;6359,878;6343,088;5,719434579113767;2,1617430766054864
237;38;BW 11;18,414102104775058;6345,770666666666;3;0,09144281387591037;6347,857;6342,942;2,5401969083782947;1,4665833688468637
238;40;BW 11;19,52017141562509;6345,833333333333;3;0,07676347562161759;6347,066;6345,168;1,0686446244348626;0,6169822615855145
239;41;BW 11;20,052720726635584;6348,060333333334;3;0,07083338216650215;6357,058;6340,62;8,32892107858712;4,8087048267814225
240;42;BW 11;20,58820881479116;6368,528;4;0,06565990031695317;6382,636;6345,685;15,940445895059815;7,970222947529908
241;43;BW 11;20,939741107311836;6366,360333333333;3;0,06238700569834981;6380,374;6345,928;18,097822806440863;10,44878286904478
242;8;BW 16;3,5802302808159725;58,73574285714286;35;0,11515596295051239;119,173;-12,686;36,55647884667268;6,179172727031687
243;9;BW 16;4,04271713830266;150,1105922330097;103;0,2044128160957221;292,889;42,785;52,388165200615646;5,161959300147436
244;10;BW 16;4,4945299485870205;266,5465675675676;148;0,26414178486229467;425,001;97,098;66,94930369506399;5,503198864133668
245;11;BW 16;5,012458160807051;433,651;167;0,3098167688055889;610,951;251,885;73,17675362444038;5,6625872036018565
246;12;BW 16;5,50424742874778;617,924972826087;184;0,33339474658012613;904,767;431,372;82,37942834144111;6,073092030792125
247;13;BW 16;6,000996546050845;838,9475296803653;219;0,3492862736012064;1249,766;613,545;100,56785794572514;6,795746067949621
248;14;BW 16;6,504417689731483;1102,3623036649215;191;0,36042585436247704;1406,71;817,767;119,95985147536456;8,679990218222443
249;15;BW 16;6,999974100422885;1442,2480272108844;147;0,3783271456712641;1820,353;1047,702;149,9453450247399;12,367283616252129
250;16;BW 16;7,476472176124691;1830,9748800000002;150;0,3941931485150621;2606,986;1382,22;220,5134563021824;18,004848311928743
251;17;BW 16;8,014336391456402;2298,0766719999997;125;0,4016785694080315;2912,998;1847,729;213,93282924854404;19,13473395274399
252;18;BW 16;8,507648351850595;2756,9444670658686;167;0,4028248698488264;3375,729;2149,217;236,8714990379115;18,329666908072337
253;19;BW 16;8,980398800211077;3283,58725;148;0,4079233267800508;3896,829;2781,752;229,43724273187755;18,85962517762706
254;20;BW 16;9,507776157572954;3869,3359663865544;119;0,40505728211968456;4816,792;3290,108;290,5274320125304;26,63260602713525
255;21;BW 16;9,993856275525472;4514,878384615385;104;0,4069711353906031;5296,858;3918,252;292,9394230888982;28,725073742902016
256;22;BW 16;10,511358906522089;5134,4218674698795;83;0,3977697969340853;6237,215;4361,764;344,45775195560833;37,80915024111966
257;23;BW 16;11,024059741072328;5780,2840153846155;65;0,38818732746481793;6333,922;5110,25;281,92277472388685;34,968216537530516
258;24;BW 16;11,513276570265171;6143,729515625;64;0,3622030681579675;6380,262;5389,072;212,07578972764188;26,509473715955234
259;25;BW 16;11,950131736965592;6313,706714285714;63;0,3328765295484999;6382,135;5942,462;91,79131076935225;11,564618133921476
260;26;BW 16;12,532466038443493;6364,748410714286;56;0,2909299831554565;6382,716;6315,971;17,5060914424633;2,339349869972603
261;27;BW 16;12,96843753498454;6363,878166666667;42;0,2625280682225204;6384,3;6338,235;13,38592223727178;2,0654926435430956
262;28;BW 16;13,513013211898134;6357,37924137931;29;0,23181330832726246;6382,648;6305,548;16,303371074840292;3,0274600051684337
263;29;BW 16;14,0079948285833;6351,669466666667;15;0,20791069076060437;6371,373;6337,555;11,512155277089064;2,9724257111413186
264;30;BW 16;14,468113048186598;6351,548842105263;19;0,18869518195208243;6382,551;6335,408;12,872790180424714;2,9532206062038964
265;31;BW 16;14,997440210211128;6353,8654799999995;25;0,16947414361404936;6379,802;6335,194;15,043449518865813;3,0086899037731625
266;32;BW 16;15,522339906426193;6349,793692307692;13;0,1527583282089458;6368,926;6334,781;9,715188412863657;2,6945084594902715
267;33;BW 16;15,948614033660995;6352,091153846153;13;0,14088499063787285;6379,986;6334,831;15,154125850991495;4,2029982915834
268;34;BW 16;16,46224933750623;6355,145571428571;7;0,12816658922079344;6378,133;6340,921;15,82461815081331;5,981143459944404
269;35;BW 16;16,966886028848844;6353,883;7;0,11704412936285206;6380,272;6339,685;16,051022158520823;6,0667161314047515
270;36;BW 16;17,550938960068308;6350,7445;8;0,1056915879784144;6381,071;6340,039;13,83904969900121;4,892842943670702
271;37;BW 16;17,961632463627648;6351,469833333334;6;0,0986174282964438;6370,993;6343,52;10,994776312716052;4,488598633698904
272;39;BW 16;19,01029450962145;6350,432333333333;3;0,08316749242778142;6360,615;6343,927;8,931092952899501;5,156368920514097
273;43;BW 16;20,870683323427976;6362,80625;4;0,06297316819767235;6380,454;6345,017;19,88319689880559;9,941598449402795
274;44;BW 16;21,588789672822315;6355,406666666667;3;0,056829692889907545;6374,863;6344,468;16,8931048162657;9,753238613119567
275;7;BW 17;3,1051153661446804;-2,2387692307692313;13;-0,006728108057858298;37,91;-36,377;22,536471367370442;6,250492544852321
276;8;BW 17;3,5260393688979783;55,329052631578946;57;0,1135556147874249;139,499;-31,229;40,307134552981815;5,338810393599887
277;9;BW 17;4,0094782117516505;150,45260317460315;126;0,21001629025228064;299,86;34,587;53,54833819301278;4,770465122603701
278;10;BW 17;4,5135087288757125;289,5871204819277;166;0,2833695836840176;453,881;113,427;61,554247849360884;4,777536182773936
279;11;BW 17;4,997477788774693;439,92597765363126;179;0,31713475542070535;653,332;271,441;69,11244484700158;5,165706662453168
280;12;BW 17;5,488206671210725;629,6632552083333;192;0,34271556399692144;893,664;381,56;85,9817864711909;6,205200945568374
281;13;BW 17;5,999609523611969;863,6722205128206;195;0,35982956449427245;1241,039;633,469;109,74946527069592;7,859322449821953
282;14;BW 17;6,495098972722101;1137,4600675675676;148;0,37350437124690355;1537,279;839,942;156,44471447900432;12,85967631481204
283;15;BW 17;6,994899900244356;1472,1811151079137;139;0,3870201529557928;2079,866;1174,126;165,52341078132213;14,039512462758779
284;16;BW 17;7,487575419534592;1860,784691780822;146;0,39883140143669676;2381,297;1469,899;195,50234596841187;16,179889275903506
285;17;BW 17;7,988598385922206;2310,4685120481927;166;0,40776048687825356;2953,108;1754,674;204,42476883367112;15,86643917976494
286;18;BW 17;8,519771325734308;2844,6198975903612;166;0,4138636450309163;3630,905;2257,753;247,5138328730552;19,21079915040112
287;19;BW 17;8,986082208624538;3336,4012676056336;142;0,41369851794363743;4095,427;2680,803;254,5689033036412;21,362947805444815
288;20;BW 17;9,494327133023106;3900,1732342342343;111;0,41002295634358404;4643,528;3285,33;294,1357844743866;27,91813316707978
289;21;BW 17;10,002576812413162;4517,997844036698;109;0,4061880886314271;5232,02;3885,181;313,64789761867456;30,042020064351906
290;22;BW 17;10,511195949198056;5156,230039473684;76;0,3994778810743043;5958,467;4346,594;337,19144365796865;38,67851125083352
291;23;BW 17;11,000245766116763;5690,90153030303;66;0,3846721600091428;6289,976;4984,574;313,4600595769848;38,584266095801524
292;24;BW 17;11,495117554166727;6139,138047619047;63;0,3636503402076936;6378,166;5508,943;231,6833134857224;29,18935382888755
293;25;BW 17;11,985587876058709;6299,071425925927;54;0,32916629661716346;6381,504;5720,813;128,2761787657383;17,456176896116517
294;26;BW 17;12,501956401078795;6360,564362068965;58;0,29287247759732365;6382,487;6101,18;47,37208338388514;6,220259286271292
295;27;BW 17;13,003075375770576;6365,95125531915;47;0,2605205092267077;6382,023;6338,915;13,71934167274079;2,0011716564510458
296;28;BW 17;13,500254637112779;6361,347625;32;0,23261627577937571;6380,867;6340,017;13,02014780093012;2,3016587005222005
297;29;BW 17;14,070576923663669;6348,5817777777775;18;0,20504909344072628;6381,572;6306,677;16,41096951846375;3,868102610783817
298;30;BW 17;14,515420488004162;6353,0829523809525;21;0,18690138180145952;6378,901;6338,789;11,572062346341747;2,525231030898064
299;31;BW 17;14,965997749130745;6347,757857142858;14;0,17038061232707966;6374,492;6341,24;8,730644763018557;2,3333629620605434
300;32;BW 17;15,507422997022498;6356,142944444445;18;0,153352763034679;6381,705;6341,295;14,2954632971119;3,3694730125304084
301;33;BW 17;15,987398659101805;6347,3385;8;0,1397574910603993;6370,298;6336,705;10,417964594186301;3,683306705355246
302;34;BW 17;16,44390479360649;6354,785214285715;14;0,12858871759283974;6382,902;6338,066;14,72799543610525;3,9362223511340075
303;35;BW 17;16,90335814818095;6352,2218571428575;7;0,11833780987335761;6376,9;6342,964;13,818621173722795;5,222947869640285
304;36;BW 17;17,461247056468423;6358,5385;4;0,10746038284636356;6380,903;6343,964;16,581477226109854;8,290738613054927
305;37;BW 17;18,025822073684132;6359,9784;5;0,09769835479625083;6380,414;6343,964;13,303646090452096;5,94957140137004
306;38;BW 17;18,452454270153236;6356,594;3;0,09102881940721563;6380,872;6343,591;21,04310953732859;12,149244955963443
307;40;BW 17;19,574780249229985;6345,7744;5;0,0761221055139054;6348,874;6344,164;2,1484976844296235;0,9608373743771059
308;41;BW 17;19,94716525488472;6350,75775;4;0,07199442038231602;6378,921;6335,509;19,246980254488747;9,623490127244374
309;42;BW 17;20,531528631623587;6352,52375;4;0,0660388180828854;6375,474;6341,81;15,454081497024234;7,727040748512117
310;7;BW 18;3,173968623389523;-3,4613333333333336;6;-0,009739852655468083;28,278;-22,348;18,554950710434845;7,575026907176267
311;8;BW 18;3,5622887112337236;41,583052631578944;57;0,08276483884558407;132,152;-23,881;37,53427910182383;4,971536716947593
312;9;BW 18;4,020150165549234;134,8696923076923;104;0,18676882620362623;271,869;24,055;49,81839808318117;4,8850958454245035
313;10;BW 18;4,505102992713127;253,15465625000002;160;0,24910852916305976;402,079;101,396;57,77678283482675;4,567655740874312
314;11;BW 18;5,017156425610971;412,11011999999994;175;0,2936007792644299;734,885;220,463;75,35897923595779;5,696603374686417
315;12;BW 18;5,493097076326675;599,673147368421;190;0,3255214635396851;1103,434;414,086;101,3830064766936;7,35509633635907
316;13;BW 18;6,009489076561523;837,84371657754;187;0,3473499305936877;1279,465;614,519;115,83118583306707;8,470415205366711
317;14;BW 18;6,498388420786462;1109,8124523809524;168;0,3638726754140448;1801,211;843,557;146,98880406990835;11,340432437454213
318;15;BW 18;6,9890390669678775;1395,4258597560977;164;0,3677656919797377;2013,407;1092,645;142,68287534562202;11,141660699904417
319;16;BW 18;7,4859443617657;1780,2637173913045;138;0,3818224022050547;2328,572;1422,709;192,13803902653777;16,355876052851958
320;17;BW 18;8,000585579611245;2210,731390070922;141;0,3884074060141362;3029,953;1744,881;204,91095526872058;17,25661546271286
321;18;BW 18;8,49527593403356;2726,996130681818;176;0,4001924604294556;3551,522;2072,918;243,9206535442212;18,386211055101246
322;19;BW 18;8,989620018372792;3237,8236814814813;135;0,4010015395651661;3957,974;2449,705;276,96223073578824;23,837113492625864
323;20;BW 18;9,485085935409446;3837,4991379310345;116;0,4046143959936565;4516,165;3185,117;299,5665760516102;27,814058323222643
324;21;BW 18;9,980034306874758;4411,336683168317;101;0,3992923158129224;5165,337;3796,533;322,09929536082285;32,05007778244506
325;22;BW 18;10,476702184627475;5068,600472222222;72;0,3965802785717416;5742,99;4101,442;318,900503079688;37,58278470857481
326;23;BW 18;11,0004973119915;5754,019375;72;0,38891188200986754;6200,948;5041,109;287,4236380039414;33,87320058431574
327;24;BW 18;11,517828242480988;6165,335532467532;77;0,36304609764881346;6374,512;5651,327;182,42783599892928;20,789581352722273
328;25;BW 18;11,994234744448233;6305,847052631579;57;0,3288082073908173;6382,368;5890,459;111,91338067267213;14,823289388949194
329;26;BW 18;12,509089135492095;6362,133925925927;54;0,29244391899580463;6384,108;6222,825;28,05874011605049;3,818310894982475
330;27;BW 18;12,976294292342972;6363,796085106383;47;0,26204811830103664;6382,507;6323,708;16,115666567215044;2,350711566809726
331;28;BW 18;13,450207589442268;6360,345653846153;26;0,2351855344131919;6382,341;6337,123;13,891552417040565;2,7243575710994947
332;29;BW 18;13,94494957003771;6356,073157894737;19;0,2108894687788419;6382,982;6304,076;21,255285873984306;4,876297007408694
333;30;BW 18;14,52409348409589;6356,028166666667;18;0,1866532499275896;6382,675;6340,901;14,803347937107343;3,4891825701974977
334;31;BW 18;14,972369309587402;6349,650761904762;21;0,17021392887849168;6371,736;6335,109;9,475558473804044;2,0677363789612984
335;32;BW 18;15,503715619037779;6351,753272727274;22;0,15335681803098145;6382,331;6328,228;13,705753596076594;2,9220764848770133
336;33;BW 18;15,960447834127368;6349,6008999999995;10;0,1405167380058058;6378,912;6341,133;11,339675259410605;3,5859201746398224
337;34;BW 18;16,480656643505704;6354,344153846154;13;0,12772151109971927;6377,113;6338,471;12,793604130229593;3,5483073607331286
338;37;BW 18;18,0590361048423;6349,318;5;0,09699743049697351;6360,444;6342,036;8,54330275713112;3,8206811434613117
339;38;BW 18;18,45024279064748;6342,932;5;0,09086584062467021;6346,666;6338,768;3,489302867336067;1,560463681089675
340;42;BW 18;20,559281190163524;6361,8145;4;0,06586793860528625;6379,202;6343,978;19,181575891116815;9,590787945558407
341;43;BW 18;21,02476009808829;6361,7483999999995;5;0,061588580132222584;6374,642;6345,178;14,916950988723933;6,671063285563882
342;8;BW 19;3,551581192178619;21,77873469387755;49;0,04374055121924346;76,867;-36,875;27,46393017575926;3,923418596537037
343;9;BW 19;4,014648289371548;107,58519117647059;68;0,14959836026513026;213,866;3,416;57,531518168339254;6,976721359123654
344;10;BW 19;4,500162438143012;240,66580745341614;161;0,23760012835808375;404,529;32,458;67,06500381286014;5,285462739938004
345;11;BW 19;5,0163958609834305;410,50867088607595;158;0,29259289907061997;578,506;202,95;67,5561288943524;5,374477043261655
346;12;BW 19;5,50290648755896;593,894523255814;172;0,32066367954431013;771,324;419,332;76,95005773941219;5,86738689613587
347;13;BW 19;6,003108292907919;821,7784060913705;197;0,3417771635523575;1088,089;603,145;106,30414149513615;7,573856483025786
348;14;BW 19;6,503275553622496;1089,2684137931035;174;0,3563323825414572;1556,617;776,609;136,07801087620408;10,316047381935904
349;15;BW 19;6,999329947686429;1394,8744037267081;161;0,3660012383966512;1907,003;1048,48;138,98277621473366;10,953377222283176
350;16;BW 19;7,519188489669084;1780,49099270073;137;0,3768284772297707;2604,316;1462,683;188,01239528933664;16,06298296611154
351;17;BW 19;7,988707075743613;2219,0595285714285;140;0,3916122886548163;2782,757;1749,129;213,61627867261063;18,053870679942936
352;18;BW 19;8,49982540818645;2679,737896774194;155;0,3926260875891904;3225,796;2237,433;205,50829325191216;16,50682333896988
353;19;BW 19;8,99065257168765;3156,7027062937063;143;0,3908200950489039;3981,677;2613,317;237,99014926308473;19,90173607816495
354;20;BW 19;9,507967275637522;3775,961340136055;147;0,3952586235619609;4656,298;3119,71;297,3389570559899;24,52410384240548
355;21;BW 19;10,003064472620311;4434,924774509804;102;0,3986611392521041;5244,635;3728,897;348,21627900586617;34,47854930821385
356;22;BW 19;10,496500422419642;5050,8938875;80;0,39296286512095874;6226,21;4300,616;327,5966889296901;36,626423282531995
357;23;BW 19;11,009283783955546;5767,163864864865;74;0,38886776260158673;6333,524;5212,359;302,16707568846505;35,12620905490898
358;24;BW 19;11,520183921906284;6229,674852459017;61;0,3666097336349718;6381,471;5602,68;186,42710841987136;23,86954529699205
359;25;BW 19;11,959213690050753;6329,57714;50;0,3329535645090494;6384,493;6093,209;74,48545636401441;10,533834258953855
360;26;BW 19;12,494507978761442;6369,553037037037;54;0,2938111897080977;6382,585;6337,272;12,000079573577281;1,6330039904477491
361;27;BW 19;12,96697275103872;6364,248388888889;36;0,26263232378812446;6383,676;6333,663;15,37472713305425;2,5624545221757082
362;28;BW 19;13,44386578032686;6360,233269230769;26;0,23551435869798043;6381,07;6339,151;14,641786788661543;2,871490636509625
363;29;BW 19;14,00863524486765;6348,442611111112;18;0,2077765667029918;6375,924;6307,159;13,746104646681385;3,239987936856106
364;30;BW 19;14,454447323378186;6353,9693157894735;19;0,18930299744543977;6381,38;6343,943;12,472956207787906;2,8614924019450414
365;31;BW 19;14,960797623967608;6355,1101499999995;20;0,17075588777174347;6384,831;6340,563;16,238004363626647;3,6309281576007395
366;32;BW 19;15,486836867579672;6354,4167;20;0,15392330135598145;6381,444;6340,051;15,092012826936726;3,3746766598329287
367;33;BW 19;15,960159239578093;6354,389090909091;11;0,14063032915841162;6371,121;6344,516;10,120683706692464;3,0515009524511094
368;34;BW 19;16,5033042862047;6353,519769230769;13;0,12717991009318272;6377,796;6340,19;12,85795896940786;3,5661561816932426
369;35;BW 19;17,07494107509155;6354,43875;4;0,1148461409777733;6375,076;6343,728;14,099602769227044;7,049801384613522
370;37;BW 19;17,969619666748134;6348,112;11;0,09843391860509931;6361,254;6341,278;6,633704726621706;2,0001372316555766
371;42;BW 19;20,487421414229868;6358,1114;5;0,06652472385380669;6381,109;6341,627;20,169908745455192;9,020257410961062
372;43;BW 19;21,036652594672077;6366,63;5;0,061531365952758564;6380,693;6348,195;16,696433152023364;7,466871901941064
373;7;BW 20;3,1559866902288394;-17,388666666666666;6;-0,04977114627573231;-4,909;-38,059;14,090333575422076;5,752354594231633
374;8;BW 20;3,54308465506196;39,25964406779661;59;0,07941794047215098;117,025;-23,567;34,04755241077148;4,432613769920864
375;9;BW 20;4,035988329590069;137,8945892857143;112;0,18871845397473277;264,525;15,376;54,270610663708;5,128090689849335
376;10;BW 20;4,502783918432969;254,37665277777776;144;0,2506979478847535;428,362;114,544;60,40150660735239;5,033458883946032
377;11;BW 20;5,0009344466431465;420,82993373493974;166;0,3027401265643982;668,767;244,218;75,42362558228955;5,854008664637164
378;12;BW 20;5,5059102198232415;613,6188604651163;172;0,3307715688987421;895,359;427,61;86,30482601011015;6,580681289672996
379;13;BW 20;5,996163782723711;844,666439790576;191;0,35251826838870726;1434,792;586,84;115,49830576007452;8,357164100228934
380;14;BW 20;6,493399365197655;1108,8439076923078;195;0,3643937519208197;1687,842;877,66;134,76552157412553;9,650759450691337
381;15;BW 20;6,98572814561936;1426,8705370370371;162;0,3765879139686905;2563,315;1121,128;172,27309177773566;13,53505237911215
382;16;BW 20;7,518624441196752;1833,1425806451612;124;0,3880591415936338;2878,2;1401,939;205,5509699520911;18,45902202007093
383;17;BW 20;8,011754846309794;2241,342323741007;139;0,3921408506282261;2824,173;1833,74;196,21563394252482;16,642792854018712
384;18;BW 20;8,524130308993954;2769,096389261745;149;0,4022579930510339;3505,526;2077,646;256,34272423105523;21,000414228289017
385;19;BW 20;8,963433115182998;3224,9305253164557;158;0,40291558489213886;3898,892;2580,909;241,41028848957612;19,205571348284668
386;20;BW 20;9,481775457403547;3852,3220211267603;142;0,4066028644890398;4644,098;3111,279;276,905279221411;23,237374833654762
387;21;BW 20;9,983977829781209;4427,784557692307;104;0,40030637565342714;5398,363;3769,753;299,0429318891694;29,323572021247553
388;22;BW 20;10,462250471114293;5080,233670454546;88;0,39913995055014123;5944,092;4431,355;332,28467939589837;35,421665840599935
389;23;BW 20;10,964547310215043;5666,634784810127;79;0,38678529590431543;6347,302;5205,858;276,1822820285158;31,072934396042196
390;24;BW 20;11,512009932711633;6176,134803571428;56;0,36423371995671827;6380,543;5513,041;181,96704561465057;24,316369299053147
391;25;BW 20;11,999636746062546;6302,150279069768;43;0,32817183614379564;6382,225;5933,585;113,07112473915437;17,24318486862065
392;26;BW 20;12,467527552317078;6354,09786;50;0,29500524594251004;6383,797;6022,022;52,33080457931819;7,400693356596785
393;27;BW 20;12,961882806402315;6360,417125;48;0,2627835506639884;6383,342;6248,909;21,714533286635106;3,134222909591467
394;28;BW 20;13,490917575627108;6355,935529411764;34;0,23290127512829006;6382,257;6306,515;18,11150817178637;3,106098026258349
395;29;BW 20;13,95299481348187;6352,872642857144;14;0,21041887792346328;6376,614;6341,919;12,785910169504268;3,4171782308824072
396;30;BW 20;14,480121463633767;6359,981052631579;19;0,18847600029730277;6381,462;6341,148;15,048273114191435;3,452310619976872
397;31;BW 20;15,018339946229403;6354,845631578947;19;0,16879363406269893;6380,201;6337,273;15,058644494887096;3,4546899778904177
398;32;BW 20;15,557905058865925;6350,720666666666;18;0,15173525886027014;6376,807;6339,801;11,37855244075709;2,68195053031536
399;33;BW 20;16,018717225328647;6352,656117647059;17;0,13905576273685027;6379,884;6340,977;12,906930734504504;3,130390512993706
400;34;BW 20;16,457462793864003;6353,179;12;0,12823875575591726;6376,468;6339,559;12,630805163999037;3,6461993807582798
401;35;BW 20;17,034780476184924;6345,840333333334;3;0,1155038250280372;6346,892;6344,973;0,9726892275198893;0,5615823873464573
402;42;BW 20;20,448751372313737;6356,657666666666;3;0,06688755012875895;6376,764;6344,638;17,523287429399183;10,117074714450805
403;43;BW 20;21,08030013862078;6362,38375;4;0,061109163643892114;6380,169;6344,166;20,482732424736035;10,241366212368018
404;7;BW 27;3,1186619661192494;-8,2405;10;-0,024443618781591746;15,873;-29,893;14,499616173080812;4,585181230514958
405;8;BW 27;3,572605296508071;47,83121739130434;46;0,09437852182596536;137,136;-23,17;38,230683315841155;5,636806733226009
406;9;BW 27;4,0134918370429435;141,44577868852457;122;0,19685193519172475;314,7;39,056;53,495646197528195;4,843268238519834
407;10;BW 27;4,511714812548826;262,35240555555555;180;0,2570259545282659;437,737;122,29;60,20668489858134;4,487541337771263
408;11;BW 27;4,9848882141442035;422,4545229357798;218;0,30685311948325694;769,051;267,244;73,24956888070504;4,961086806247654
409;12;BW 27;5,513281891407346;616,2244648648649;185;0,33084546888933963;821,093;389,169;74,77002364577163;5,4972014678671055
410;13;BW 27;5,99972580935782;846,2458403755869;213;0,3525487560517888;1118,347;617,399;101,85996341992453;6,979329691877766
411;14;BW 27;6,491426032932083;1118,6308172043011;186;0,36794532619167103;1813,065;831,268;132,67025832951586;9,727855316580584
412;15;BW 27;7,009109276391688;1450,375994623656;186;0,3789736023063233;1798,032;1086,055;141,26664055766534;10,358172643270061
413;16;BW 27;7,500122167997102;1840,3297289156626;166;0,3924709158469749;2318,61;1484,447;168,385660795413;13,069261914776805
414;17;BW 27;8,00480955653569;2281,8292976190473;168;0,40026442254797207;2885,941;1831,28;192,8451086394528;14,87832314343556
415;18;BW 27;8,490775396509743;2779,619441860465;172;0,4085640331219892;3292,937;2339,014;201,28422220017015;15,347778058018138
416;19;BW 27;8,967077146319069;3294,3989112903228;124;0,4110932227134483;3950,564;2796,857;219,58437566161078;19,719259055532202
417;20;BW 27;9,494826571708876;3932,4580877192984;114;0,41335180912782066;4791,533;3441,803;242,28395744317964;22,6919716915145
418;21;BW 27;10,00767096257881;4545,236846846847;111;0,40801329486424204;5297,264;3860,333;296,0085019041361;28,09588363930296
419;22;BW 27;10,49529040196516;5181,282777777778;81;0,40324664739537464;5844,319;4359,169;245,39210794231957;27,26578977136884
420;23;BW 27;11,009872086920227;5742,650493506493;77;0,3871528092318543;6334,877;5191,206;251,50548189393513;28,66170969939188
421;24;BW 27;11,463250529003881;6125,511178571428;56;0,36587761079191183;6364,943;5680,087;184,1841513885794;24,61264252034886
422;25;BW 27;11,996316114091123;6323,32765;40;0,3295481148431644;6380,412;6108,005;61,956048779656584;9,79611144841052
423;26;BW 27;12,48031628879969;6355,18359375;32;0,2941495413714434;6381,879;6193,25;39,85313666196658;7,045105796307694
424;27;BW 27;12,998870075037441;6362,993258064516;31;0,2606522654318648;6382,585;6339,875;12,889066206072325;2,3149446287847177
425;28;BW 27;13,457471699752436;6356,6212352941175;17;0,23466739834101757;6380,625;6342,788;10,96780757221664;2,6600840648057886
426;29;BW 27;13,972148098343217;6350,466666666666;9;0,20947536196971517;6381,055;6305,863;21,186933608948532;7,062311202982844
427;30;BW 27;14,483549918664819;6354,258222222223;18;0,1881727135723508;6382,621;6341,12;12,727471055835364;2,9998936969788983
428;31;BW 27;14,96178701699705;6351,440636363636;22;0,17062343792317813;6382,224;6337,833;14,409491162971658;3,0721138382653956
429;32;BW 27;15,447369089655702;6355,315647058824;17;0,1551280755242205;6380,287;6339,358;14,237659300869598;3,4531395975907677
430;33;BW 27;15,91387072691079;6349,817769230769;13;0,14175899774460482;6375,214;6336,343;12,158795068823128;3,3722430052692687
431;34;BW 27;16,43597582673108;6353,950466666666;15;0,1287579913665404;6380,458;6341,562;16,031555649792168;4,139329869696166
432;35;BW 27;16,99475009095113;6352,9464;5;0,11645219877131532;6374,252;6342,405;12,330039002371755;5,514161074905387
433;36;BW 27;17,433291074806966;6348,636111111111;9;0,10781002345319471;6367,526;6342,314;8,825103844210975;2,9417012814036583
434;37;BW 27;17,920336626378358;6347,5682;5;0,09923976680781274;6356,661;6343,443;5,204382115102432;2,327470438050635
435;40;BW 27;19,596264546400704;6350,096;4;0,07592368164514451;6360,47;6345,025;7,144343543438197;3,5721717717190984
436;41;BW 27;20,018203022620703;6343,904;4;0,07115381389272113;6345,662;6341,871;1,8886970817653679;0,9443485408826839
437;7;BW 28;3,2149126355625364;-18,878666666666664;3;-0,05111879894231461;26,526;-48,689;39,95887236063267;23,07026571392517
438;8;BW 28;3,5739887832293338;47,877465116279076;43;0,09436011092327085;110,775;-18,572;33,35604773132911;5,086749590973811
439;9;BW 28;4,03251777002015;129,2567403846154;104;0,17735407834633912;266,983;21,488;50,98225679186967;4,999221581321957
440;10;BW 28;4,497776621727249;246,86372670807452;161;0,24410713990841243;416,099;96,795;56,63097749222456;4,463146267711446
441;11;BW 28;4,993714190661043;401,32581521739127;184;0,28996321011410875;558,21;254,711;64,59857261325972;4,762269955456589
442;12;BW 28;5,5026969781867425;590,3013235294118;170;0,3187599964251038;807,292;431,65;70,58649451505785;5,413736997851632
443;13;BW 28;5,9960337336929195;805,218;189;0,3360764814901924;1036,083;599,392;94,25571709230746;6,8560945755213005
444;14;BW 28;6,485274867192585;1058,3097540983606;183;0,3490956889858314;1585,358;766,836;123,4737683029626;9,127443593446646
445;15;BW 28;6,990568082280211;1369,4059877300615;163;0,3606713645961597;1927,051;1061,577;136,9510827235331;10,72683666803725
446;16;BW 28;7,489787782871398;1740,7583489932886;149;0,3727750173139665;2282,359;1353,057;167,4589628269568;13,718772772485442
447;17;BW 28;8,01681082801375;2187,862568;125;0,3820603600381312;2651,151;1746,586;181,0674135906531;16,195161811950783
448;18;BW 28;8,49301382528864;2653,2830000000004;146;0,3896861144479969;3460,439;2243,524;236,40757215943222;19,565229882933533
449;19;BW 28;9,006775193442383;3157,992485074627;134;0,38888390839777637;3707,42;2708,51;228,57749464984968;19,746088042649742
