;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density
436;15,01;9,83;3339,369;5,16;14,74;1,250866966404379
437;15,96;9,83;3341,433;5,13;15,5;1,250998903439774
438;15,91;9,83;3342,382;5,09;15,61;1,2511748551442836
439;15,96;9,75;3261,062;4,9;15,87;1,2520111820317779
440;15,07;9,71;3230,91;4,87;15,15;1,2521433176286614
441;14,59;9,72;3230,562;4,88;14,14;1,2520992698855886
442;14,91;9,72;3232,623;4,9;14,36;1,2520111820317779
443;15,13;9,72;3229,627;5,02;14,44;1,2514828686642756
444;15,18;9,72;3231,549;5,0;15,04;1,2515708954403997
445;16,07;9,73;3231,83;4,98;15,96;1,251658932398494
446;15,95;9,71;3230,249;4,84;15,82;1,2522754761211068
447;14,69;9,72;3232,056;4,85;14,47;1,2522314207465408
448;15,03;9,72;3232,229;4,77;14,57;1,2525839349567651
449;14,97;9,71;3231,188;4,83;14,67;1,2523195340392619
450;13,44;9,72;3231,506;4,94;12,66;1,2518350368568434
451;14,51;9,71;3231,114;4,88;14,01;1,2520992698855886
452;14,13;9,72;3233,728;4,9;13,72;1,2520111820317779
453;14,9;9,72;3232,855;4,72;14,92;1,2528043389810153
454;13,8;9,71;3229,981;4,59;13,58;1,2533776868326572
455;13,55;9,72;3232,562;4,76;13,06;1,2526280106766376
456;14,71;9,72;3232,356;4,69;14,25;1,2529366119019614
457;14,19;9,71;3229,39;4,63;14,07;1,253201226367522
458;13,92;9,72;3233,226;4,63;13,43;1,253201226367522
459;14,72;9,81;3328,875;4,6;14,41;1,2533335679053366
460;13,87;9,78;3302,843;4,64;13,42;1,2531571176033893
461;13,72;9,72;3233,19;4,69;13,11;1,2529366119019614
462;13,87;9,72;3231,515;4,65;13,09;1,2531130113803712
463;13,84;9,72;3232,318;4,7;13,41;1,252892518386403
464;14,15;9,71;3231,503;4,46;13,94;1,2539514640244982
465;13,81;9,71;3232,447;4,42;13,22;1,2541280971850342
466;13,29;9,71;3228,917;4,42;12,24;1,2541280971850342
467;13,92;9,72;3232,639;4,36;13,3;1,2543931230711411
468;13,63;9,71;3232,304;4,43;12,9;1,2540839350871709
469;13,74;9,72;3234,055;4,27;13,49;1,2547908331700899
470;13,68;9,71;3231,563;4,27;13,71;1,2547908331700899
471;13,99;9,71;3230,989;4,3;13,47;1,2546582403059874
472;13,15;9,72;3230,96;4,35;12,51;1,2544373029340694
473;14,12;9,71;3230,328;4,22;13,59;1,2550118720000394
474;13,09;9,71;3231,182;4,14;12,66;1,2553656659698589
475;13,09;9,71;3232,133;4,19;12,37;1,2551445257258327
476;12,3;9,71;3232,373;4,23;11,53;1,2549676591623777
477;13,17;9,71;3232,983;4,19;12,73;1,2551445257258327
478;13,1;9,71;3230,898;4,1;12,29;1,255542623785957
479;13,5;9,71;3231,669;4,07;12,8;1,255675368754298
480;13,33;9,71;3234,07;3,98;12,57;1,2560737404505957
481;13,15;9,71;3231,582;4,02;12,26;1,2558966610354503
482;13,05;9,72;3234,41;4,02;12,12;1,2558966610354503
483;12,87;9,7;3229,24;4,06;12,03;1,2557196221441835
484;12,93;9,71;3232,256;4,0;11,77;1,2559851956781136
485;12,69;9,72;3233,831;4,12;11,4;1,2554541398095767
486;13,08;9,71;3233,936;4,04;12,03;1,2558081365237577
487;12,81;9,71;3233,778;3,92;11,94;1,2563394355353676
488;12,16;9,71;3233,191;3,82;10,66;1,25678246316419
489;12,29;9,71;3232,746;3,88;10,83;1,2565166162196522
490;13,14;9,71;3233,607;3,75;12,31;1,2570927330369206
491;12,19;9,71;3235,214;3,79;10,62;1,2569154207909208
492;12,44;9,7;3230,59;3,76;11,57;1,2570484011819056
493;12,03;9,71;3234,063;3,73;10,76;1,2571814043330731
494;12,5;9,71;3233,726;3,65;11,32;1,2575361906436522
495;11,69;9,64;3232,889;3,69;9,31;1,2573587772656134
496;12,45;9,7;3232,201;3,6;11,26;1,2577580142276772
497;11,85;9,8;3389,72;3,68;10,09;1,257403126818741
498;11,46;10,11;3877,205;3,57;8,04;1,2578911386967713
499;11,62;10,11;3876,997;3,58;8,49;1,257846761347547
500;11,51;10,11;3877,392;3,48;8,66;1,2582906484901868
501;10,9;10,0;3878,748;3,53;7,12;1,2580686733519393
502;10,64;10,11;3879,265;3,57;6,14;1,2578911386967713
503;11,2;10,11;3882,335;3,52;7,91;1,2581130633295123
504;10,5;10,11;3899,002;3,57;5,84;1,2578911386967713
505;11,21;10,11;3877,26;3,51;7,74;1,2581574558322821
506;11,11;10,11;3880,761;3,51;6,91;1,2581574558322821
507;10,25;10,11;3878,793;3,49;5,4;1,2582462484127783
508;10,65;10,11;3890,484;3,5;6,27;1,2582018508600905
509;10,65;10,09;3847,148;3,5;6,18;1,2582018508600905
510;9,94;10,11;3854,208;3,81;3,93;1,2568267798434885
511;10,66;10,11;3856,14;3,69;7,2;1,2573587772656134
512;10,27;10,1;3829,434;3,77;5,54;1,2570040718558
513;9,92;10,1;3792,107;3,87;4,9;1,2565609177178487
514;10,98;10,1;3758,07;3,74;7,49;1,2571370674206936
515;10,79;10,1;3755,176;3,81;7,2;1,2568267798434885
516;10,88;10,1;3763,048;3,86;7,72;1,2566052217466004
517;11,29;10,09;3755,267;3,86;8,22;1,2566052217466004
518;11,28;10,1;3755,222;3,99;8,07;1,2560294667981993
519;11,28;10,09;3754,391;3,86;8,3;1,2566052217466004
520;11,11;10,1;3756,084;3,84;7,85;1,2566938373951761
521;10,41;10,09;3758,031;3,82;6,32;1,25678246316419
522;10,35;10,1;3755,354;3,79;6,19;1,2569154207909208
523;10,44;9,62;3180,275;3,85;7,68;1,256649528305759
524;10,7;9,36;2891,114;3,87;8,83;1,2565609177178487
525;10,44;9,37;2884,969;3,95;7,06;1,2562065766001984
526;10,93;9,36;2890,002;3,85;9,27;1,256649528305759
527;10,32;9,37;2890,46;4,0;7,8;1,2559851956781136
528;10,56;9,36;2890,228;4,07;8,51;1,255675368754298
529;10,96;9,37;2889,565;4,09;9,61;1,2555868695750432
530;11,06;9,37;2891,317;4,17;9,97;1,2552329742189834
531;11,98;9,36;2889,408;4,13;11,43;1,2554099016225646
532;11,75;9,37;2890,012;4,17;10,87;1,2552329742189834
533;11,54;9,36;2888,305;4,18;10,72;1,255188748704905
534;11,63;9,37;2889,126;4,25;10,68;1,2548792410942875
535;11,29;9,37;2889,76;4,26;9,72;1,2548350358641336
536;11,38;9,37;2891,104;4,24;10,24;1,2549234488604146
537;11,93;9,37;2889,718;4,34;10,74;1,2544814853343293
538;12,7;9,36;2887,744;4,32;12,63;1,2545698577463047
539;11,61;9,37;2890,082;4,27;11,55;1,2547908331700899
540;11,94;9,37;2890,497;4,25;11,49;1,2548792410942875
541;11,78;9,37;2890,243;4,27;11,38;1,2547908331700899
542;12,17;9,37;2890,954;4,32;11,52;1,2545698577463047
543;11,35;9,37;2890,398;4,44;10,26;1,254039775527706
544;12,07;9,37;2890,237;4,31;11,9;1,2546140477577503
545;12,5;9,37;2891,746;4,3;12,23;1,2546582403059874
546;11,85;9,36;2888,938;4,23;11,16;1,2549676591623777
547;11,91;9,37;2888,929;4,28;11,4;1,2547466330122934
548;12,23;9,37;2889,766;4,28;12,06;1,2547466330122934
549;11,73;9,37;2890,001;4,32;10,92;1,2545698577463047
550;12,24;9,36;2888,672;4,25;11,87;1,2548792410942875
551;12,07;9,37;2891,529;4,34;11,79;1,2544814853343293
552;12,36;9,36;2889,192;4,34;11,96;1,2544814853343293
553;11,72;9,37;2890,429;4,32;11,4;1,2545698577463047
554;12,18;9,37;2891,044;4,38;11,97;1,2543047709578161
555;12,16;9,37;2890,708;4,42;11,53;1,2541280971850342
556;12,5;9,36;2889,153;4,35;12,18;1,2544373029340694
557;12,55;9,38;2891,733;4,48;12,38;1,2538631626764636
558;12,69;9,37;2888,224;4,46;12,92;1,2539514640244982
559;12,15;9,37;2889,454;4,59;11,69;1,2533776868326572
560;12,67;9,37;2889,962;4,54;12,57;1,2535983195738698
561;13,19;9,37;2888,109;4,54;13,5;1,2535983195738698
562;13,23;9,37;2890,303;4,61;13,39;1,2532894515186226
563;13,13;9,37;2890,604;4,68;12,62;1,2529807079592625
564;12,87;9,37;2888,464;4,63;12,48;1,253201226367522
565;13,09;9,37;2889,625;4,62;13,34;1,253245337672642
566;13,46;9,37;2891,078;4,58;13,71;1,2534218083004556
567;13,4;9,37;2889,668;4,58;13,64;1,2534218083004556
568;13,87;9,37;2890,034;4,52;14,31;1,2536865904501076
569;13,24;9,37;2889,868;4,57;13,34;1,2534659323086044
570;13,45;9,37;2889,666;4,53;13,62;1,2536424537421356
571;13,5;9,37;2888,884;4,5;13,34;1,253774871484652
572;13,24;9,37;2889,773;4,58;13,05;1,2534218083004556
573;13,65;9,37;2890,926;4,51;13,91;1,2537307296976563
574;13,63;9,37;2888,705;4,54;13,69;1,2535983195738698
575;13,73;9,37;2890,485;4,58;13,36;1,2534218083004556
576;13,53;9,37;2888,509;4,62;13,16;1,253245337672642
577;13,2;9,37;2888,001;4,67;13,11;1,2530248065581815
578;13,49;9,37;2889,333;4,61;13,39;1,2532894515186226
579;13,12;9,37;2888,097;4,69;12,96;1,2529366119019614
580;13,71;9,37;2890,153;4,63;13,5;1,253201226367522
581;13,78;9,37;2890,409;4,52;13,73;1,2536865904501076
582;13,65;9,37;2891,223;4,46;13,54;1,2539514640244982
583;13,69;9,37;2889,579;4,58;13,21;1,2534218083004556
584;13,61;9,37;2890,091;4,53;13,6;1,2536424537421356
585;13,44;9,37;2890,223;4,58;13,52;1,2534218083004556
586;13,89;9,36;2887,398;4,47;14,12;1,2539073120810182
587;13,46;9,37;2888,825;4,56;13,24;1,2535100588569756
588;12,99;9,37;2888,024;4,47;12,58;1,2539073120810182
589;13,37;9,37;2887,85;4,46;13,44;1,2539514640244982
590;13,63;9,36;2886,165;4,43;13,54;1,2540839350871709
591;13,37;9,37;2889,928;4,53;13,23;1,2536424537421356
592;13,38;9,37;2889,336;4,54;13,43;1,2535983195738698
593;13,89;9,37;2888,604;4,36;13,94;1,2543931230711411
594;13,46;9,36;2888,361;4,37;13,26;1,2543489457456787
595;13,44;9,38;2891,495;4,45;13,27;1,2539956185067709
596;13,91;9,36;2888,178;4,44;14,08;1,254039775527706
597;13,62;9,37;2888,162;4,57;13,88;1,2534659323086044
598;13,66;9,37;2889,063;4,67;13,52;1,2530248065581815
599;14,07;9,37;2888,479;4,63;14,29;1,253201226367522
600;14,3;9,37;2888,063;4,55;14,47;1,2535541879454404
601;14,35;9,37;2889,267;4,35;14,91;1,2544373029340694
602;14,69;9,37;2891,145;4,36;15,15;1,2543931230711411
603;14,16;9,36;2887,131;4,43;14,22;1,2540839350871709
604;14,11;9,37;2889,812;4,44;14,03;1,254039775527706
605;14,7;9,37;2889,103;4,25;15,0;1,2548792410942875
606;14,51;9,36;2889,231;4,26;14,75;1,2548350358641336
607;13,78;9,37;2890,03;4,31;13,68;1,2546140477577503
608;13,16;9,37;2890,115;4,33;13,04;1,254525670271786
609;13,79;9,37;2888,092;4,33;13,71;1,254525670271786
610;13,83;9,37;2890,886;4,31;14,01;1,2546140477577503
611;13,81;9,37;2890,64;4,38;13,88;1,2543047709578161
612;14,07;9,37;2890,699;4,41;14,36;1,254172261821163
613;13,46;9,37;2890,602;4,5;13,68;1,253774871484652
614;13,77;9,36;2887,571;4,41;14,21;1,254172261821163
615;13,77;9,37;2890,41;4,54;14,03;1,2535983195738698
616;14,06;9,37;2889,946;4,48;14,36;1,2538631626764636
617;13,49;9,37;2889,027;4,66;13,34;1,253068907698593
618;13,95;9,37;2888,257;4,62;14,11;1,253245337672642
619;13,92;9,37;2889,246;4,67;13,77;1,2530248065581815
620;13,67;9,37;2889,502;4,69;13,54;1,2529366119019614
621;13,9;9,37;2889,273;4,65;13,98;1,2531130113803712
622;14,03;9,37;2889,816;4,64;14,01;1,2531571176033893
623;13,43;9,37;2890,138;4,75;13,69;1,2526720889391225
624;13,37;9,37;2889,556;4,7;13,46;1,252892518386403
625;12,93;9,37;2887,638;4,69;12,95;1,2529366119019614
626;12,97;9,37;2890,832;4,65;12,95;1,2531130113803712
627;13,6;9,37;2889,758;4,6;13,96;1,2533335679053366
628;13,38;9,37;2887,952;4,72;13,44;1,2528043389810153
629;12,94;9,37;2888,205;4,78;12,94;1,2525398617796282
630;12,85;9,37;2890,742;4,84;12,55;1,2522754761211068
631;13,01;9,37;2891,48;4,79;12,89;1,252495791145349
632;13,19;9,37;2889,913;4,75;12,93;1,2526720889391225
633;12,91;9,37;2887,996;4,77;12,94;1,2525839349567651
634;12,75;9,37;2888,935;4,74;12,58;1,252716169744096
635;12,58;9,47;3075,022;4,87;11,79;1,2521433176286614
636;12,44;10,11;4234,782;4,85;9,85;1,2522314207465408
637;12,72;10,11;4233,617;4,86;10,12;1,2521873679156856
638;12,37;10,11;4232,878;4,82;9,65;1,2523635945008853
639;11,87;10,11;4233,544;4,75;8,57;1,2526720889391225
640;12,08;10,11;4234,262;4,7;9,37;1,252892518386403
641;12,4;10,11;4237,164;4,68;9,36;1,2529807079592625
642;12,48;10,11;4233,902;4,57;9,63;1,2534659323086044
643;12,67;10,11;4231,666;4,44;10,22;1,254039775527706
644;12,58;10,11;4234,356;4,36;10,0;1,2543931230711411
645;12,07;10,11;4236,377;4,47;9,14;1,2539073120810182
646;12,37;10,11;4232,88;4,44;9,6;1,254039775527706
647;12,45;10,11;4235,9;4,39;9,48;1,2542605987076871
648;12,53;10,11;4235,002;4,33;9,78;1,254525670271786
649;12,68;10,11;4235,948;4,37;10,07;1,2543489457456787
650;12,68;10,11;4234,469;4,37;10,35;1,2543489457456787
651;12,66;10,11;4235,228;4,39;9,99;1,2542605987076871
652;13,55;10,11;4236,373;4,25;11,42;1,2548792410942875
653;12,94;10,11;4234,382;4,37;10,81;1,2543489457456787
654;12,54;10,11;4236,506;4,48;9,54;1,2538631626764636
655;12,74;10,11;4234,068;4,39;10,31;1,2542605987076871
656;12,58;10,11;4233,674;4,48;10,05;1,2538631626764636
657;12,69;10,11;4235,015;4,31;10,17;1,2546140477577503
658;12,74;10,11;4235,101;4,34;9,9;1,2544814853343293
659;12,36;10,11;4236,487;4,5;8,97;1,253774871484652
660;12,15;10,11;4233,876;4,42;9,0;1,2541280971850342
661;12,5;10,11;4236,178;4,41;9,15;1,254172261821163
662;11,84;10,11;4233,7;4,35;8,85;1,2544373029340694
663;12,27;10,11;4235,834;4,31;9,24;1,2546140477577503
664;12,06;10,11;4234,189;4,23;9,13;1,2549676591623777
665;11,9;10,11;4236,039;4,23;8,56;1,2549676591623777
666;12,36;10,11;4236,102;4,16;9,39;1,2552772022679282
667;11,61;10,11;4232,239;4,19;8,3;1,2551445257258327
668;11,97;10,11;4236,502;4,21;8,92;1,2550560873732612
669;11,53;10,11;4236,46;4,25;8,1;1,2548792410942875
670;11,73;10,11;4235,633;4,25;8,21;1,2548792410942875
671;11,74;10,11;4235,528;4,25;8,52;1,2548792410942875
672;11,62;10,11;4232,447;4,23;8,0;1,2549676591623777
673;12,01;10,11;4235,271;4,19;8,35;1,2551445257258327
674;11,17;10,11;4262,06;3,97;6,69;1,2561180166351575
675;11,63;10,11;4374,625;4,15;7,53;1,2553214328516002
676;11,88;10,11;4283,943;4,19;8,49;1,2551445257258327
677;11,73;10,11;4237,297;4,16;8,43;1,2552772022679282
678;11,88;10,11;4233,965;4,15;8,69;1,2553214328516002
679;11,59;10,11;4236,329;4,22;7,71;1,2550118720000394
680;11,49;10,11;4235,781;4,32;7,79;1,2545698577463047
681;11,35;10,11;4236,416;4,32;7,17;1,2545698577463047
682;11,02;10,11;4234,013;4,28;7,65;1,2547466330122934
683;11,03;10,11;4233,978;4,45;6,46;1,2539956185067709
684;10,57;10,11;4236,333;4,5;5,68;1,253774871484652
685;10,97;10,11;4237,023;4,55;6,2;1,2535541879454404
686;10,85;10,11;4236,009;4,56;6,7;1,2535100588569756
687;10,87;10,11;4311,235;4,74;5,75;1,252716169744096
688;11,25;10,11;4257,759;4,64;7,41;1,2531571176033893
689;11,34;10,11;4234,952;4,59;7,56;1,2533776868326572
690;11,26;10,11;4234,494;4,67;7,92;1,2530248065581815
691;10,69;10,1;4235,199;4,72;6,37;1,2528043389810153
692;10,41;10,11;4240,831;4,79;5,41;1,252495791145349
693;10,53;10,11;4240,469;4,79;6,04;1,252495791145349
694;11,14;10,11;4237,732;4,8;6,74;1,2524517230540506
695;10,92;10,11;4235,692;4,74;6,91;1,252716169744096
696;10,81;10,11;4239,009;4,79;6,22;1,252495791145349
697;10,58;10,11;4242,348;4,79;6,74;1,252495791145349
698;10,64;10,11;4234,971;4,76;6,73;1,2526280106766376
699;10,57;10,11;4238,963;4,8;6,04;1,2524517230540506
700;10,38;10,11;4235,599;4,7;6,25;1,252892518386403
701;10,78;10,11;4247,223;4,67;6,85;1,2530248065581815
702;10,31;10,11;4235,856;4,75;5,6;1,2526720889391225
703;10,81;10,11;4238,537;4,64;6,68;1,2531571176033893
704;10,46;10,11;4246,2;4,68;5,9;1,2529807079592625
705;10,8;10,11;4345,438;4,71;6,22;1,2528484274127127
706;10,91;10,11;4376,173;4,54;6,84;1,2535983195738698
707;10,98;10,11;4377,918;4,55;6,62;1,2535541879454404
708;10,89;10,11;4377,231;4,35;6,87;1,2544373029340694
709;10,93;10,11;4373,189;4,32;6,53;1,2545698577463047
710;10,58;10,11;4416,917;4,36;5,93;1,2543931230711411
711;10,69;10,11;4439,846;4,3;6,29;1,2546582403059874
712;10,87;10,11;4441,064;4,31;6,74;1,2546140477577503
713;10,51;10,11;4499,932;4,22;5,62;1,2550118720000394
714;10,37;10,11;5142,164;4,22;1,43;1,2550118720000394
715;9,98;10,09;4850,575;4,31;0,41;1,2546140477577503
716;10,34;10,08;4851,766;4,22;0,16;1,2550118720000394
717;9,89;10,07;4939,561;4,21;0,28;1,2550560873732612
718;10,37;10,09;5359,548;4,19;0,37;1,2551445257258327
719;10,24;10,1;5236,021;4,15;0,08;1,2553214328516002
720;9,8;10,02;4543,762;4,13;0,02;1,2554099016225646
721;9,72;10,08;4813,197;4,16;0,02;1,2552772022679282
722;9,32;9,69;3928,417;4,25;-0,01;1,2548792410942875
723;9,47;9,9;4028,38;4,35;0,01;1,2544373029340694
724;8,99;9,74;3446,343;4,34;-0,01;1,2544814853343293
725;9,32;9,87;3766,573;4,3;-0,01;1,2546582403059874
726;9,2;9,92;3636,308;4,31;-0,01;1,2546140477577503
727;8,7;9,57;3161,655;4,38;0,0;1,2543047709578161
728;9,13;9,71;3640,109;4,46;0,02;1,2539514640244982
729;8,83;9,74;3328,097;4,43;0,02;1,2540839350871709
730;8,85;9,57;3275,249;4,5;0,02;1,253774871484652
731;9,52;10,04;4152,558;4,56;0,02;1,2535100588569756
732;9,07;9,79;3702,517;4,69;0,02;1,2529366119019614
733;9,02;9,86;3605,363;4,73;0,04;1,252760253091435
734;9,13;9,83;3673,761;4,7;0,07;1,252892518386403
735;9,5;10,0;4262,872;4,68;0,02;1,2529807079592625
736;9,4;9,91;3827,815;4,67;0,01;1,2530248065581815
737;9,44;10,04;4047,628;4,65;0,01;1,2531130113803712
738;9,14;10,01;3811,205;4,77;0,01;1,2525839349567651
739;8,85;9,76;3440,269;4,77;0,01;1,2525839349567651
740;8,8;9,62;3162,54;4,84;0,01;1,2522754761211068
741;9,05;9,88;3567,766;4,81;0,01;1,2524076575058556
742;9,59;10,01;4177,373;4,65;0,01;1,2531130113803712
743;9,37;10,02;4049,885;4,71;0,01;1,2528484274127127
744;9,3;9,91;4017,053;4,69;0,01;1,2529366119019614
745;8,17;9,09;2681,493;4,82;0,01;1,2523635945008853
746;8,45;9,42;2951,541;4,85;0,02;1,2522314207465408
747;8,81;9,52;3059,954;4,84;0,02;1,2522754761211068
748;8,92;9,8;3517,519;4,86;0,02;1,2521873679156856
749;7,1;7,88;1793,829;4,98;0,02;1,251658932398494
750;9,91;10,09;4615,4;4,44;-0,01;1,254039775527706
751;8,06;8,71;2488,253;4,33;0,0;1,254525670271786
752;7,03;7,52;1476,353;4,67;0,09;1,2530248065581815
753;7,97;8,57;2574,118;4,86;0,05;1,2521873679156856
754;8,61;8,9;2994,452;4,61;0,01;1,2532894515186226
755;8,3;9,04;2631,916;4,86;0,01;1,2521873679156856
756;10,04;10,0;4775,924;4,6;0,04;1,2533335679053366
757;9,56;9,79;4185,537;3,96;0,05;1,2561622953517404
758;9,13;9,76;3757,953;3,68;0,01;1,257403126818741
759;9,71;9,78;4259,597;3,6;0,08;1,2577580142276772
760;7,02;4,57;799,372;3,63;34,42;1,2576249124966594
761;7,47;8,14;1973,373;4,05;0,11;1,255763878067384
762;8,3;8,9;2515,729;3,96;0,03;1,2561622953517404
763;6,97;7,68;1637,062;4,06;0,03;1,2557196221441835
764;9,0;9,34;3417,213;4,05;0,02;1,255763878067384
765;9,2;9,91;3960,405;3,89;0,04;1,2564723172521581
766;9,79;9,93;4110,912;3,8;0,0;1,2568710990524488
767;8,14;8,59;2245,856;4,05;0,0;1,255763878067384
768;7,8;7,91;1766,288;4,19;0,01;1,2551445257258327
769;9,42;9,9;3880,161;4,24;0,04;1,2549234488604146
770;9,41;9,98;4327,057;4,51;0,05;1,2537307296976563
771;7,93;8,7;2327,077;4,66;0,02;1,253068907698593
772;8,74;9,69;3432,738;4,63;0,02;1,253201226367522
773;7,8;8,64;2247,056;4,57;0,02;1,2534659323086044
774;8,02;8,57;2215,22;4,69;0,02;1,2529366119019614
775;8,71;9,66;3303,375;4,59;0,02;1,2533776868326572
776;8,1;9,02;2575,055;4,17;0,02;1,2552329742189834
777;9,88;9,72;4543,727;3,93;0,47;1,2562951466921581
778;9,09;9,75;3797,35;3,8;0,0;1,2568710990524488
779;9,01;9,79;3852,061;3,68;0,0;1,257403126818741
780;7,15;7,99;1797,507;3,86;0,0;1,2566052217466004
781;8,39;9,08;2749,793;4,09;0,0;1,2555868695750432
782;8,85;9,65;3314,316;4,09;0,0;1,2555868695750432
783;7,55;8,37;2050,096;3,96;0,0;1,2561622953517404
784;8,89;9,77;3472,976;3,84;0,01;1,2566938373951761
785;7,72;8,5;2179,669;3,62;0,01;1,2576692772136195
786;6,45;7,01;1155,853;3,69;0,01;1,2573587772656134
787;7,23;7,84;1851,396;3,95;0,01;1,2562065766001984
788;9,94;9,98;4391,68;3,74;0,01;1,2571370674206936
789;9,08;9,55;3580,427;3,8;0,12;1,2568710990524488
790;9,02;9,75;3563,512;3,67;0,02;1,2574474788995589
791;8,89;9,4;3366,292;3,32;0,02;1,259001392959879
792;6,73;7,25;1293,262;3,72;0,03;1,2572257437739072
793;7,53;8,29;2036,475;4,0;0,0;1,2559851956781136
794;8,5;9,42;2999,539;3,61;0,0;1,257713644457344
795;8,18;9,05;2635,161;3,55;0,0;1,257979900973015
796;8,19;8,77;2414,013;3,52;0,0;1,2581130633295123
797;7,7;8,69;2329,178;3,27;0,0;1,2592236330415725
798;7,99;8,86;2530,632;3,43;0,0;1,2585126867424568
799;8,19;9,18;2732,874;3,51;0,07;1,2581574558322821
800;7,78;8,56;2217,043;3,73;0,07;1,2571814043330731
801;7,89;8,75;2386,398;3,85;0,07;1,256649528305759
802;8,35;9,27;2816,376;3,85;0,07;1,256649528305759
803;8,53;9,45;3162,353;3,85;0,07;1,256649528305759
804;9,14;9,71;3796,364;3,24;0,07;1,259357007345686
805;7,43;7,9;1718,449;3,71;0,02;1,257270085743044
806;7,29;8,0;1786,065;3,87;0,02;1,2565609177178487
807;7,35;7,86;1719,544;3,99;0,02;1,2560294667981993
808;8,68;9,5;3222,926;3,79;0,02;1,2569154207909208
809;9,07;9,78;3585,914;3,25;0,02;1,2593125467234432
810;6,02;7,01;1025,56;3,23;0,37;1,2594014704885779
811;5,62;6,49;624,644;3,66;0,55;1,257491833507914
812;7,53;8,21;1977,328;3,77;0,01;1,2570040718558
813;7,37;8,27;1984,585;3,75;0,0;1,2570927330369206
814;7,81;8,49;2171,718;3,85;0,0;1,256649528305759
815;7,62;8,32;2028,557;3,7;0,0;1,2573144302403303
816;7,14;7,59;1540,419;3,7;0,0;1,2573144302403303
817;9,81;9,91;4664,908;3,46;0,03;1,258379456218529
818;8,94;9,68;3263,862;3,11;0,04;1,2599352247529594
819;9,05;9,65;3454,728;3,31;0,04;1,2590458359329302
820;9,29;9,88;3671,05;3,23;0,04;1,2594014704885779
821;7,65;8,3;1999,691;3,11;0,04;1,2599352247529594
822;8,11;8,9;2579,355;2,99;0,04;1,2604693416748083
823;7,09;7,77;1632,486;2,82;0,04;1,2612266275311268
824;6,95;7,47;1495,479;3,1;0,01;1,2599797206490129
825;8,27;9,0;2873,815;3,13;0,01;1,2598462405163977
826;9,56;10,04;4150,604;3,13;0,01;1,2598462405163977
827;9,02;9,6;3319,404;3,24;0,01;1,259357007345686
828;9,26;9,84;3783,437;3,07;0,01;1,2601132234462145
829;9,05;9,87;3556,85;3,06;0,01;1,2601577294143909
830;9,39;10,0;4025,683;3,02;0,05;1,2603357784613904
831;9,15;9,88;3805,314;2,8;0,06;1,2613157677560156
832;9,17;9,75;3553,376;2,98;0,06;1,260513867778959
833;8,06;8,7;2360,253;3,2;0,06;1,259534875039484
834;8,11;8,93;2508,423;3,28;0,06;1,2591791799822765
835;8,09;8,72;2370,823;3,11;0,06;1,2599352247529594
836;7,42;7,91;1815,799;3,36;0,03;1,2588236462890396
837;6,17;6,89;1005,252;3,3;0,18;1,25909028142779
838;6,88;7,33;1367,331;3,5;0,01;1,2582018508600905
839;7,01;7,56;1505,148;3,49;0,01;1,2582462484127783
840;7,47;7,96;1750,317;3,56;0,01;1,2579355185719796
841;7,28;7,87;1712,229;3,74;0,01;1,2571370674206936
842;7,59;8,1;1859,472;3,84;0,01;1,2566938373951761
843;7,89;8,2;1928,367;3,9;0,01;1,256428020815515
844;7,53;8,03;1798,685;3,82;0,01;1,25678246316419
845;6,91;7,73;1594,718;3,8;0,01;1,2568710990524488
846;6,92;7,64;1535,737;3,83;0,01;1,2567381490147027
847;7,09;7,67;1565,845;3,83;0,01;1,2567381490147027
848;6,19;6,81;997,524;3,83;0,1;1,2567381490147027
849;6,62;7,16;1196,398;3,99;0,16;1,2560294667981993
850;6,78;7,29;1335,652;4,01;0,0;1,2559409270904824
851;7,13;7,75;1621,965;3,99;0,0;1,2560294667981993
852;7,79;8,35;2030,366;3,93;0,0;1,2562951466921581
853;6,64;7,26;1313,756;3,86;0,0;1,2566052217466004
854;7,35;7,84;1674,831;3,7;0,0;1,2573144302403303
855;6,59;7,11;1220,304;3,79;0,01;1,2569154207909208
856;7,08;7,65;1545,061;3,73;0,0;1,2571814043330731
857;6,67;7,33;1357,981;3,75;0,0;1,2570927330369206
858;6,48;7,12;1209,863;3,64;0,01;1,2575805503066186
859;6,64;7,13;1239,947;3,69;0,01;1,2573587772656134
860;6,7;7,23;1290,047;3,69;0,01;1,2573587772656134
861;6,52;7,1;1195,097;3,62;0,01;1,2576692772136195
862;6,26;6,88;1062,244;3,78;0,04;1,2569597450587549
863;6,78;7,16;1237,272;3,7;0,0;1,2573144302403303
864;6,44;6,95;1114,878;3,77;0,0;1,2570040718558
865;6,38;6,74;966,992;3,79;0,04;1,2569154207909208
866;6,7;7,24;1279,758;3,74;0,01;1,2571370674206936
867;6,34;6,99;1077,774;3,77;0,17;1,2570040718558
868;5,66;6,57;713,191;3,73;0,48;1,2571814043330731
869;4,88;6,48;341,271;3,97;1,35;1,2561180166351575
870;5,24;6,52;522,353;4,01;0,95;1,2559409270904824
871;5,54;6,48;557,235;4,04;0,72;1,2558081365237577
872;5,98;6,57;714,744;4,14;0,38;1,2553656659698589
873;5,28;6,48;521,259;4,06;0,83;1,2557196221441835
